"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: NG DR-TB Treatment Register Column Mapping"
"NgDRTBTreatmentRegister.entry.newDrugInRegimen","NgDRTBTreatmentRegister.entry.newDrugInRegimen","","","",0,*,"","","","code {[]} {[]}
","New drug in regimen","New DR-TB drug included in the regimen. Source examples are Bdq (Bedaquiline) and Dlm (Delamanid).","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.newDrugInRegimen",0,*,"","","Enter Bdq or Dlm if patient's regimen contains new drugs"
"NgDRTBTreatmentRegister.entry.treatmentStartDate","NgDRTBTreatmentRegister.entry.treatmentStartDate","","","",1,1,"","","","date {[]} {[]}
","Date treatment started","Date the patient's DR-TB treatment regimen was started.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.treatmentStartDate",1,1,"","","Date treatment started"
"NgDRTBTreatmentRegister.entry.siteOfDisease","NgDRTBTreatmentRegister.entry.siteOfDisease","","","",1,1,"","","","code {[]} {[]}
","Site of disease","Site of TB disease. Source values are P for Pulmonary and EP for Extra-pulmonary.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.siteOfDisease",1,1,"","","Site of Disease: P = Pulmonary / EP = Extra-pulmonary"
"NgDRTBTreatmentRegister.entry.registrationGroup","NgDRTBTreatmentRegister.entry.registrationGroup","","","",1,1,"","","","code {[]} {[]}
","Registration group","Initial DR-TB registration classification. The source requires one of:
New,
Relapse,
Treatment after failure,
Treatment after loss to follow-up,
Other previously treated TB patient,
Unknown previous TB treatment history,
Transferred in.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.registrationGroup",1,1,"","","Registration Group (Tick only one)"
"NgDRTBTreatmentRegister.entry.baselineInvestigation","NgDRTBTreatmentRegister.entry.baselineInvestigation","","","",0,1,"","","","BackboneElement {[]} {[]}
","Diagnosis and baseline investigations","Baseline bacteriological investigations, second-line LPA/DST and X-ray information recorded before or around treatment initiation.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.id","NgDRTBTreatmentRegister.entry.baselineInvestigation.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgDRTBTreatmentRegister.entry.baselineInvestigation.extension","NgDRTBTreatmentRegister.entry.baselineInvestigation.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.modifierExtension","NgDRTBTreatmentRegister.entry.baselineInvestigation.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.date","NgDRTBTreatmentRegister.entry.baselineInvestigation.date","","","",0,1,"","","","date {[]} {[]}
","Baseline investigation date","Date associated with the baseline bacteriological investigations.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.date",0,1,"","","Diagnosis and Baseline Investigations: date"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.xpertRifampicinResult","NgDRTBTreatmentRegister.entry.baselineInvestigation.xpertRifampicinResult","","","",0,1,"","","","code {[]} {[]}
","Baseline Xpert rifampicin result","Xpert MTB/RIF resistance result. Expected source values are Resistant, Susceptible or Not done.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.xpertRifampicinResult",0,1,"","","Baseline: Xpert"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.afbResult","NgDRTBTreatmentRegister.entry.baselineInvestigation.afbResult","","","",0,1,"","","","code {[]} {[]}
","Baseline AFB result","Baseline smear microscopy result. Expected source values are Positive, Negative or Not done.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.afbResult",0,1,"","","Baseline: AFB"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.cultureResult","NgDRTBTreatmentRegister.entry.baselineInvestigation.cultureResult","","","",0,1,"","","","code {[]} {[]}
","Baseline culture result","Baseline TB culture result. Expected source values are Positive, Negative or Contaminated.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.cultureResult",0,1,"","","Baseline: Culture"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa","","","",0,1,"","","","BackboneElement {[]} {[]}
","Second-line LPA result","Second-line line-probe assay information recorded in the source register.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.id","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.extension","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.modifierExtension","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.aminoglycosideName","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.aminoglycosideName","","","",0,1,"","","","string {[]} {[]}
","Aminoglycoside name","Name of the aminoglycoside recorded for the second-line LPA.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.aminoglycosideName",0,1,"","","LPA Second-line: Above - Name of Aminoglycoside"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.aminoglycosideResistancePattern","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.aminoglycosideResistancePattern","","","",0,1,"","","","string {[]} {[]}
","Aminoglycoside resistance pattern","Resistance pattern recorded for the aminoglycoside.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.aminoglycosideResistancePattern",0,1,"","","LPA Second-line: Below - Aminoglycoside resistant pattern"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.quinoloneName","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.quinoloneName","","","",0,1,"","","","string {[]} {[]}
","Quinolone name","Name of the quinolone recorded for the second-line LPA.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.quinoloneName",0,1,"","","LPA Second-line: Above - Name of Quinolone"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.quinoloneResistancePattern","NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.quinoloneResistancePattern","","","",0,1,"","","","string {[]} {[]}
","Quinolone resistance pattern","Resistance pattern recorded for the quinolone.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.secondLineLpa.quinoloneResistancePattern",0,1,"","","LPA Second-line: Below - Quinolone resistant pattern"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.dst","NgDRTBTreatmentRegister.entry.baselineInvestigation.dst","","","",0,1,"","","","BackboneElement {[]} {[]}
","Baseline DST results","Baseline drug-susceptibility testing results for the anti-TB drugs represented as individual columns in the source register.","","","","","","","","","",,,,,"",,,,"NgDRTBTreatmentRegister.entry.baselineInvestigation.dst",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgDRTBTreatmentRegister.entry.baselineInvestigation.dst.id","NgDRTBTreatmentRegister.entry.baselineInvestigation.dst.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgDRTBTreatmentRegister.entry.baselineInvestigation.dst.extension","NgDRTBTreatmentRegister.entry.baselineInvestigation.dst.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
