"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: NG HIV Tracking Register Column Mapping"
"NgHivTrackingRegister.entry.discontinuationDate","NgHivTrackingRegister.entry.discontinuationDate","","","",0,1,"","","","date {[]} {[]}
","T25 Date of discontinuation","Date care at the facility was discontinued when T24 is true.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.entry.discontinuationDate",0,1,"","","T25"
"NgHivTrackingRegister.entry.discontinuationReason","NgHivTrackingRegister.entry.discontinuationReason","","","",0,1,"","","","Coding {[]} {[]}
","T26 Reason for discontinuation","Major reason the client stopped receiving care at the facility.","","","","","","","","","",,"required","","https://fhir-ig.digitalhealth.gov.ng/ValueSet/ng-hiv-tracking-discontinuation-reason-vs","",,,,"NgHivTrackingRegister.entry.discontinuationReason",0,1,"","","T26"
"NgHivTrackingRegister.entry.nextAgreedAppointmentDate","NgHivTrackingRegister.entry.nextAgreedAppointmentDate","","","",0,1,"","","","date {[]} {[]}
","T27 Next agreed clinic appointment date","Date the contacted client agreed to return. The SOP states that this should be before 28 days after the missed appointment.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.entry.nextAgreedAppointmentDate",0,1,"","","T27"
"NgHivTrackingRegister.entry.returnDate","NgHivTrackingRegister.entry.returnDate","","","",0,1,"","","","date {[]} {[]}
","T28 Date client returned","Date the client returned to the facility for any health service.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.entry.returnDate",0,1,"","","T28"
"NgHivTrackingRegister.entry.referredService","NgHivTrackingRegister.entry.referredService","","","",0,*,"","","","string {[]} {[]}
","T29 Service referred for","One or more services to which the returning client was referred.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.entry.referredService",0,*,"","","T29"
"NgHivTrackingRegister.totalClientsThisPage","NgHivTrackingRegister.totalClientsThisPage","","","",0,1,"","","","positiveInt {[]} {[]}
","Total this page","Total number of client rows on the page. Other printed column totals should be derived from entry data.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.totalClientsThisPage",0,1,"","","TOTAL THIS PAGE"
"NgHivTrackingRegister.completedByName","NgHivTrackingRegister.completedByName","","","",1,1,"","","","string {[]} {[]}
","T30 Completed by","Name of the contact-tracking focal person or representative who completed the register.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.completedByName",1,1,"","","T30"
"NgHivTrackingRegister.completedByDesignation","NgHivTrackingRegister.completedByDesignation","","","",1,1,"","","","string {[]} {[]}
","T31 Designation","Designation of the person who completed the register.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.completedByDesignation",1,1,"","","T31"
"NgHivTrackingRegister.completedDate","NgHivTrackingRegister.completedDate","","","",1,1,"","","","date {[]} {[]}
","T32 Completion date","Date the register page was completed.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.completedDate",1,1,"","","T32 date"
"NgHivTrackingRegister.completedSignature","NgHivTrackingRegister.completedSignature","","","",0,1,"","","","string {[]} {[]}
","T32 Signature or signature reference","Signature or an electronic signature reference for the person completing the register.","","","","","","","","","",,,,,"",,,,"NgHivTrackingRegister.completedSignature",0,1,"","","T32 signature"
