"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: NG TB Laboratory Register Column Mapping"
"NgTBLaboratoryRegister.entry.afbResult.followUpMonth","NgTBLaboratoryRegister.entry.afbResult.followUpMonth","","","",0,1,"","","","integer {[]} {[]}
","Month of treatment","Treatment month for which the follow-up AFB examination was performed.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.afbResult.followUpMonth",0,1,"","","AFB: Indicate Month of treatment"
"NgTBLaboratoryRegister.entry.afbResult.result","NgTBLaboratoryRegister.entry.afbResult.result","","","",0,1,"","","","string {[]} {[]}
","AFB result","AFB microscopy result entered in the laboratory register.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.afbResult.result",0,1,"","","AFB: Insert AFB result"
"NgTBLaboratoryRegister.entry.otherTestResult","NgTBLaboratoryRegister.entry.otherTestResult","","","",0,1,"","","","BackboneElement {[]} {[]}
","Other test result","Result of a TB diagnostic test other than the dedicated Xpert MTB/RIF and AFB columns.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.otherTestResult",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"NgTBLaboratoryRegister.entry.otherTestResult.id","NgTBLaboratoryRegister.entry.otherTestResult.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"NgTBLaboratoryRegister.entry.otherTestResult.extension","NgTBLaboratoryRegister.entry.otherTestResult.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgTBLaboratoryRegister.entry.otherTestResult.modifierExtension","NgTBLaboratoryRegister.entry.otherTestResult.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"NgTBLaboratoryRegister.entry.otherTestResult.testType","NgTBLaboratoryRegister.entry.otherTestResult.testType","","","",1,1,"","","","string {[]} {[]}
","Type of other test","Type of test performed, for example TB LAMP, LF-LAM or Quantiferon.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.otherTestResult.testType",1,1,"","","Other test results: Write type of test"
"NgTBLaboratoryRegister.entry.otherTestResult.result","NgTBLaboratoryRegister.entry.otherTestResult.result","","","",1,1,"","","","code {[]} {[]}
","Other test result","Result of the other diagnostic test. Expected source values are Positive, Negative or Indeterminate.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.otherTestResult.result",1,1,"","","Other test results: Positive / Negative / Indeterminate"
"NgTBLaboratoryRegister.entry.reportingOfficer","NgTBLaboratoryRegister.entry.reportingOfficer","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://fhir-ig.digitalhealth.gov.ng/StructureDefinition/ng-practitioner-role]]}
","Reporting officer reference","Reference to the health worker or laboratory professional reporting the result, when available.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.reportingOfficer",0,1,"",""
"NgTBLaboratoryRegister.entry.reportingOfficerName","NgTBLaboratoryRegister.entry.reportingOfficerName","","","",0,1,"","","","string {[]} {[]}
","Name of officer reporting","Name of the officer reporting the laboratory result.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.reportingOfficerName",0,1,"","","Name of officer reporting"
"NgTBLaboratoryRegister.entry.resultReleasedDate","NgTBLaboratoryRegister.entry.resultReleasedDate","","","",0,1,"","","","date {[]} {[]}
","Date result released","Date the laboratory result was released.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.resultReleasedDate",0,1,"","","Date result released"
"NgTBLaboratoryRegister.entry.remarks","NgTBLaboratoryRegister.entry.remarks","","","",0,1,"","","","string {[]} {[]}
","Remarks","Additional remarks recorded for the laboratory entry.","","","","","","","","","",,,,,"",,,,"NgTBLaboratoryRegister.entry.remarks",0,1,"","","Remarks"
